step,m9,contact,m_i0,m0_0,m0_1,m0_2,o3,o4,tension_xlen,w0
2,3,72,0,2,2,2,-0.0014654194127987495,-0.0003792247141975339,0,3.1500000000000004
2,3,73,0,0,1,1,-2.3368414010048612e-05,3.0842586765117323e-05,0,3.1500000000000004
2,3,74,0,0,0,0,6.1313334530329328e-05,0,0,3.1500000000000004
2,3,75,0,2,2,2,-0.00038422965175436709,0.00014316907103056344,0,3.1500000000000004
2,3,76,0,2,2,2,-0.00050824841745339194,0.00016058920956986438,0,3.1500000000000004
2,3,77,0,2,2,2,-0.00046393107588446999,7.106132005769991e-05,0,3.1500000000000004
2,3,78,0,2,2,2,-0.0003763167157924826,8.5003153776358237e-05,0,3.1500000000000004
2,3,79,0,2,2,2,-3.5144569699252157e-05,2.6433155866011735e-09,0,3.1500000000000004
2,3,80,0,2,2,2,-2.6410340402070158e-05,1.415794540328623e-09,0,3.1500000000000004
2,3,81,0,2,2,2,-0.00039791320906705225,1.346282467927198e-06,0,3.1500000000000004
2,3,82,0,2,2,2,-0.00040898544222132472,9.7436658789690833e-06,0,3.1500000000000004
2,3,83,0,2,2,2,-0.00041070429022217069,-1.3208880141020434e-05,0,3.1500000000000004
2,3,84,0,2,2,2,-0.00040824976460834145,-5.0953069397654789e-06,0,3.1500000000000004
